"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://kzeso.com/contacts/","text/html; charset=UTF-8","200","OK","Indexable","","Контакты - KZESO","16","172","Отдел продаж рельсосварочного оборудования E-mail: export@kzeso.com","67","485","","0","ПрАО «Каховский завод электросварочного оборудования»","53","","0","","0","","0","","","","https://kzeso.com/contacts/","","","","","","53677","257","78","3,295","100,000","Very Easy","4,235","1","","73","68","0","21,590","52","44","0","4","3","0","","","","","27cce8f42982fa36efed02737bbf874","1,826","","","","","1.1","https://kzeso.com/contacts/","2023-04-27 12:52:00"
"http://kzeso.com/pressroom/","text/html; charset=UTF-8","200","OK","Indexable","","Пресс-центр - KZESO","19","196","","0","0","","0","Пресс-центр ПрАО «КЗЭСО»","24","ПрАО «Каховский завод электросварочного оборудования»","53","З Новим Роком та Різдвом Христовим!","35","Вітаємо з Днем залізничника України!","36","","","","http://kzeso.com/pressroom/","http://kzeso.com/pressroom/page/2/","","","","","64541","636","168","3,786","100,000","Very Easy","8,063","1","","118","113","0","35,870","84","52","0","4","3","0","","","","","810c37267f223aa818b6e47f0ceb59cf","2,217","","","","","1.1","http://kzeso.com/pressroom/","2023-04-27 12:52:00"
"http://kzeso.com/","text/html; charset=iso-8859-1","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","226","0","","","","","0,000","1","","271","158","0","50,160","0","0","0","0","0","0","","","","","","0,044","","https://kzeso.com/","HTTP Redirect","","1.1","http://kzeso.com/","2023-04-27 12:52:04"
"https://kzeso.com/catalog/electric-welding-equipment/","text/html; charset=UTF-8","200","OK","Indexable","","Электросварочное оборудование купить - завод электросварочного оборудования | KZESO","83","861","Трансформаторы, Выпрямители, Полуавтомат, Автоматы производство электросварочного оборудования и путевой техники. Недорогая цена, Гарантия, Качество.","149","1088","","0","Электросварочное оборудование","29","","0","Трансформаторы","14","Выпрямители","11","","","","https://kzeso.com/catalog/electric-welding-equipment/","","","","","","56378","111","36","3,083","100,000","Very Easy","1,769","1","","74","68","0","21,590","36","21","0","3","2","0","","","","","9280fec8a244630a3528f2085563d15b","2,086","","","","","1.1","https://kzeso.com/catalog/electric-welding-equipment/","2023-04-27 12:52:02"
"https://kzeso.com/z-novim-rokom-ta-rizdvom-hristovim-2021/","text/html; charset=UTF-8","200","OK","Indexable","","З Новим Роком та Різдвом Христовим! - KZESO","43","447","","0","0","","0","З Новим Роком та Різдвом Христовим!","35","ПрАО «Каховский завод электросварочного оборудования»","53","","0","","0","","","","https://kzeso.com/z-novim-rokom-ta-rizdvom-hristovim-2021/","","","","","","49055","233","59","3,949","100,000","Very Easy","3,870","1","","17","4","0","1,270","56","46","0","4","3","0","","","","","a6feca8df4446e03841ac7b2c4340289","2,235","","","","","1.1","https://kzeso.com/z-novim-rokom-ta-rizdvom-hristovim-2021/","2023-04-27 12:52:04"
"https://kzeso.com/jobs/","text/html; charset=UTF-8","200","OK","Indexable","","Вакансии - KZESO","16","169","ПрАО «Каховский завод электросварочного оборудования» в своей кадровой работе руководствуется следующими принципами: - привлечение квалифицированной молодежи; -","160","1177","","0","ПрАО «Каховский завод электросварочного оборудования»","53","","0","","0","","0","","","","https://kzeso.com/jobs/","","","","","","66528","1157","267","4,333","100,000","Very Easy","16,023","1","","74","68","0","21,590","52","44","0","4","3","0","","","","","16d651d337a065ceeee4aa1ff0612163","2,046","","","","","1.1","https://kzeso.com/jobs/","2023-04-27 12:52:05"
"https://kzeso.com/catalog/rail-welding-equipment/","text/html; charset=UTF-8","200","OK","Indexable","","Рельсосварочное оборудование - KZESO","36","383","Украина, Херсонская область, Каховка, 74800, ул. Пушкина, 109 E-mail: export@kzeso.com E-mail: market@kzeso.com","111","762","","0","Рельсосварочное оборудование","28","","0","К900А-1","7","К920-1","6","","","","https://kzeso.com/catalog/rail-welding-equipment/","","","","","","49368","295","61","4,836","100,000","Very Easy","5,703","1","","72","67","0","21,270","40","23","0","3","2","0","","","","","d9546183ea6d18f4bc365a6a8ba112d2","1,641","","","","","1.1","https://kzeso.com/catalog/rail-welding-equipment/","2023-04-27 12:52:07"
"http://kzeso.com/catalog/dvuhdorozhnaya-tehnika/","text/html; charset=UTF-8","200","OK","Indexable","","Двухдорожная техника - KZESO","28","299","Транспортное средство двух-дорожное оснащенное системой движения по железной дороге двух типов: 1) K-RR-32.WF-1 – фрикционный тип; 2) K-RR-32.HD-1 – гидростатич","160","1135","","0","Двухдорожная техника","20","ПрАО «Каховский завод электросварочного оборудования»","53","Транспортное средство двух-дорожное оснащенное системой движения по железной дороге двух типов: 1) K-RR-32.WF-1 – фрикционный тип; 2) K-RR-32.HD-1 – гидростатический тип.","170","","0","","","","http://kzeso.com/catalog/dvuhdorozhnaya-tehnika/","","","","","","58103","418","94","4,447","100,000","Very Easy","6,314","1","","124","114","0","36,190","52","40","0","4","3","0","","","","","317d0079d6182a1bfd257ef25d7b360b","1,920","","","","","1.1","http://kzeso.com/catalog/dvuhdorozhnaya-tehnika/","2023-04-27 12:52:07"
"http://kzeso.com/en/","text/html; charset=UTF-8","200","OK","Indexable","","KZESO PrJSC plant of electric welding equipment and track machinery","67","628","KZESO PrJSC is a production and engineering company that specializes in developing and manufacturing of electric welding equipment and track machinery.","151","966","","0","Rail welding equipment","22","Rail welding equipment","22","Road-rail vehicle","17","Track machinery","15","","","","http://kzeso.com/en/","","","","","","55382","117","42","2,786","68,792","Normal","1,693","1","","257","168","0","53,330","42","19","0","17","16","0","","","","","44a1cabb8a96d207291d5dd7ead164b5","2,014","","","","","1.1","http://kzeso.com/en/","2023-04-27 12:52:09"
"https://kzeso.com/catalog/track-equipment/","text/html; charset=UTF-8","200","OK","Indexable","","Путевая техника - KZESO","23","237","Украина, Херсонская область, Каховка, 74800, ул. Пушкина, 109 E-mail: export@kzeso.com E-mail: market@kzeso.com","111","762","","0","Путевая техника","15","","0","Комплекс рельсосварочный мобильный КСМ005","41","Комплекс рельсосварочный мобильный КСМ007","41","","","","https://kzeso.com/catalog/track-equipment/","","","","","","45462","232","50","4,640","100,000","Very Easy","4,868","1","","72","67","0","21,270","34","20","0","3","2","0","","","","","bff2866e246ed47e9290593658c06002","1,783","","","","","1.1","https://kzeso.com/catalog/track-equipment/","2023-04-27 12:52:10"
"http://kzeso.com/catalog/track-equipment/","text/html; charset=UTF-8","200","OK","Indexable","","Путевая техника - KZESO","23","237","Украина, Херсонская область, Каховка, 74800, ул. Пушкина, 109 E-mail: export@kzeso.com E-mail: market@kzeso.com","111","762","","0","Путевая техника","15","","0","Комплекс рельсосварочный мобильный КСМ005","41","Комплекс рельсосварочный мобильный КСМ007","41","","","","http://kzeso.com/catalog/track-equipment/","","","","","","45231","232","50","4,640","100,000","Very Easy","4,894","1","","291","175","0","55,560","34","19","0","3","2","0","","","","","2086c1b2b9141b2acfedfb8edefef52f","1,577","","","","","1.1","http://kzeso.com/catalog/track-equipment/","2023-04-27 12:52:12"
"http://kzeso.com/catalog/rail-welding-equipment/","text/html; charset=UTF-8","200","OK","Indexable","","Рельсосварочное оборудование - KZESO","36","383","Украина, Херсонская область, Каховка, 74800, ул. Пушкина, 109 E-mail: export@kzeso.com E-mail: market@kzeso.com","111","762","","0","Рельсосварочное оборудование","28","","0","К900А-1","7","К920-1","6","","","","http://kzeso.com/catalog/rail-welding-equipment/","","","","","","49135","295","61","4,836","100,000","Very Easy","5,732","1","","291","175","0","55,560","40","22","0","3","2","0","","","","","87179d8dbff4c45af2775efea1e040f6","1,628","","","","","1.1","http://kzeso.com/catalog/rail-welding-equipment/","2023-04-27 12:52:14"
"https://kzeso.com/catalog/dvuhdorozhnaya-tehnika/","text/html; charset=UTF-8","200","OK","Indexable","","Двухдорожная техника - KZESO","28","299","Транспортное средство двух-дорожное оснащенное системой движения по железной дороге двух типов: 1) K-RR-32.WF-1 – фрикционный тип; 2) K-RR-32.HD-1 – гидростатич","160","1135","","0","Двухдорожная техника","20","ПрАО «Каховский завод электросварочного оборудования»","53","Транспортное средство двух-дорожное оснащенное системой движения по железной дороге двух типов: 1) K-RR-32.WF-1 – фрикционный тип; 2) K-RR-32.HD-1 – гидростатический тип.","170","","0","","","","https://kzeso.com/catalog/dvuhdorozhnaya-tehnika/","","","","","","58361","418","94","4,447","100,000","Very Easy","6,285","1","","74","68","0","21,590","52","44","0","4","3","0","","","","","e021c1695d46bee64462d90317efe704","2,757","","","","","1.1","https://kzeso.com/catalog/dvuhdorozhnaya-tehnika/","2023-04-27 12:52:16"
"https://kzeso.com/kzeso-primet-uchastie-v-vystavke-svarka-i-rezka-2020-v-g-minsk/","text/html; charset=UTF-8","200","OK","Indexable","","«КЗЭСО» примет участие в выставке «СВАРКА И РЕЗКА — 2020» в г. Минск - KZESO","76","785","За годы проведения, выставка «СВАРКА И РЕЗКА» заняла ведущую позицию среди крупнейших промышленных форумов, проходящих в Республике Беларусь, и является важнейш","160","1188","","0","«КЗЭСО» примет участие в выставке «СВАРКА И РЕЗКА — 2020» в г. Минск","68","ПрАО «Каховский завод электросварочного оборудования»","53","","0","","0","","","","https://kzeso.com/kzeso-primet-uchastie-v-vystavke-svarka-i-rezka-2020-v-g-minsk/","","","","","","55149","343","73","4,699","100,000","Very Easy","5,099","2","","15","3","0","0,950","56","46","0","4","3","0","","","","","80c1a6d1c9998a3da2c7a37c95e44cf0","1,906","","","","","1.1","https://kzeso.com/kzeso-primet-uchastie-v-vystavke-svarka-i-rezka-2020-v-g-minsk/","2023-04-27 12:52:18"
"http://kzeso.com/catalog/track-equipment/krs-1/","text/html; charset=UTF-8","200","OK","Indexable","","Путевая рельсосварочная машина КРС-1 - KZESO","44","468","Машина КРС-1 предназначена для контактной стыковой сварки рельсов сечением от 6500 мм2 до 10000 мм2 непосредственно на пути во время строительства и ремонта жел","160","1158","","0","Путевая рельсосварочная машина КРС-1","36","На машине установлены:","22","","0","","0","","","","http://kzeso.com/catalog/track-equipment/krs-1/","","","","","","60205","463","98","4,724","100,000","Very Easy","6,304","2","","118","110","0","34,920","53","41","0","4","3","0","","","","","1c350fabb0aa78c70810043ef7f568f0","2,949","","","","","1.1","http://kzeso.com/catalog/track-equipment/krs-1/","2023-04-27 12:52:21"
"https://kzeso.com/catalog/electric-welding-equipment/machines-for-arc-welding-and-facing/","text/html; charset=UTF-8","200","OK","Indexable","","Оборудование для дуговой сварки купить - завод электросварочного оборудования | KZESO","85","871","Аппарат, автомат дуговой сварки и наплавки. Производство электросварочного оборудования и путевой техники. Недорогая цена, Гарантия, Качество.","142","1012","","0","Автоматы для дуговой сварки и наплавки","38","ПрАО «Каховский завод электросварочного оборудования»","53","КА 001","6","КА 002","6","","","","https://kzeso.com/catalog/electric-welding-equipment/machines-for-arc-welding-and-facing/","","","","","","70720","528","117","4,513","100,000","Very Easy","5,906","2","","75","63","0","20,000","74","52","0","4","3","0","","","","","bcb1fb5c34778a6c6f0ba3d43c9e8857","3,570","","","","","1.1","https://kzeso.com/catalog/electric-welding-equipment/machines-for-arc-welding-and-facing/","2023-04-27 12:52:26"
"https://kzeso.com/?page_id=17","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","","","","","0,000","2","","62","62","0","19,680","0","0","0","0","0","0","","","","","","1,499","","https://kzeso.com/contacts/","HTTP Redirect","","1.1","https://kzeso.com/?page_id=17","2023-04-27 12:52:30"
"https://kzeso.com/?page_id=15","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","","","","","0,000","2","","62","62","0","19,680","0","0","0","0","0","0","","","","","","1,512","","https://kzeso.com/pressroom/","HTTP Redirect","","1.1","https://kzeso.com/?page_id=15","2023-04-27 12:52:30"
"https://kzeso.com/ekskursii-na-kzeso/","text/html; charset=UTF-8","200","OK","Indexable","","Экскурсии на KZESO - KZESO","26","272","Вниманию учебных заведений! Интересуетесь машиностроением? Вам интересно, как производятся машины для сварки рельсов, которые с успехом работают по всему миру?","159","1160","","0","Экскурсии на KZESO","18","ПрАО «Каховский завод электросварочного оборудования»","53","","0","","0","","","","https://kzeso.com/ekskursii-na-kzeso/","","","","","","53078","320","72","4,444","100,000","Very Easy","4,946","2","","15","3","0","0,950","56","46","0","4","3","0","","","","","4285bc1e25165102a4c9e0022ecee8c2","2,112","","","","","1.1","https://kzeso.com/ekskursii-na-kzeso/","2023-04-27 12:52:30"
"http://kzeso.com/en/press-center/","text/html; charset=UTF-8","200","OK","Indexable","","Press-center - KZESO PrJSC","26","253","","0","0","","0","Press-center","12","","0","Merry Christmas and Happy New Year","34","May the soul of the outstanding scientist of Ukraine – Borys Yevhenovych Paton rest in peace and calmness!","106","","","","http://kzeso.com/en/press-center/","http://kzeso.com/en/press-center/page/2/","","","","","58852","630","135","4,667","75,333","Fairly Easy","6,987","2","","91","85","0","26,980","76","46","0","4","3","0","","","","","39c29f3939c170f535add63c247a2086","2,395","","","","","1.1","http://kzeso.com/en/press-center/","2023-04-27 12:52:32"
"http://kzeso.com/en/contacts-2/","text/html; charset=UTF-8","200","OK","Indexable","","Contacs - KZESO PrJSC","21","212","Department of railwelding equipment sales E-mail: export@kzeso.com","66","431","","0","Contacts","8","","0","","0","","0","","","","http://kzeso.com/en/contacts-2/","","","","","","49989","253","73","3,466","59,531","Fairly Hard","3,831","2","","89","84","0","26,670","45","34","0","4","3","0","","","","","16583ca97702cda076e2ee84acaabac3","3,123","","","","","1.1","http://kzeso.com/en/contacts-2/","2023-04-27 12:52:31"
"https://kzeso.com/catalog/rail-welding-equipment/k-1100/","text/html; charset=UTF-8","200","OK","Indexable","","Машина стационарная для контактной стыковой сварки рельсов К1100 - KZESO","72","764","Машина рельсосварочная К1100 предназначена для контактной стыковой сварки непрерывным оплавлением или пульсирующим оплавлением в стационарных условиях рельсов п","160","1202","","0","Машина стационарная для контактной стыковой сварки рельсов К1100","64","Преимущества","12","","0","","0","","","","https://kzeso.com/catalog/rail-welding-equipment/k-1100/","","","","","","61718","671","123","5,455","100,000","Very Easy","9,365","2","","70","64","0","20,320","53","45","0","4","3","0","","","","","88dfd06d814880ac13af3760f4044f00","3,484","","","","","1.1","https://kzeso.com/catalog/rail-welding-equipment/k-1100/","2023-04-27 12:52:31"
"http://kzeso.com/?page_id=9","text/html; charset=iso-8859-1","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","236","0","","","","","0,000","2","","107","107","0","33,970","0","0","0","0","0","0","","","","","","0,112","","https://kzeso.com/?page_id=9","HTTP Redirect","","1.1","http://kzeso.com/?page_id=9","2023-04-27 12:52:36"
"http://kzeso.com/en/products/dvuhdorozhnaya-tehnika/","text/html; charset=UTF-8","200","OK","Indexable","","Road-rail vehicle - KZESO","25","225","Road-rail vehicle equipped with a railway drive system of two types: 1) K-RR-32.WF-1 – friction type; 2) K-RR-32.HD-1 – hydrostatic type.","137","837","","0","Road-rail vehicle","17","","0","Road-rail vehicle equipped with a railway drive system of two types: 1) K-RR-32.WF-1 – friction type; 2) K-RR-32.HD-1 – hydrostatic type.","137","","0","","","","http://kzeso.com/en/products/dvuhdorozhnaya-tehnika/","","","","","","51953","438","83","5,277","70,329","Fairly Easy","5,764","2","","100","86","0","27,300","45","35","0","4","3","0","","","","","99f02e65c49196d57a7018476b019323","2,455","","","","","1.1","http://kzeso.com/en/products/dvuhdorozhnaya-tehnika/","2023-04-27 12:52:35"
"http://kzeso.com/catalog/rail-welding-equipment/k-924/","text/html; charset=UTF-8","200","OK","Indexable","","Машина стационарная для контактной стыковой сварки рельсов К924 - KZESO","71","753","Машина предназначена для контактной стыковой сварки в стационарных условиях элементов железнодорожных крестовин из специальной стали с соответствующими деталями","160","1191","","0","Машина стационарная для контактной стыковой сварки рельсов К924","63","Преимущества","12","","0","","0","","","","http://kzeso.com/catalog/rail-welding-equipment/k-924/","","","","","","58421","515","101","5,099","100,000","Very Easy","7,535","2","","119","111","0","35,240","53","41","0","4","3","0","","","","","bd00ef6b2d221284c0b741d81c7470e3","2,725","","","","","1.1","http://kzeso.com/catalog/rail-welding-equipment/k-924/","2023-04-27 12:52:34"
"http://kzeso.com/catalog/rail-welding-equipment/kpm/","text/html; charset=UTF-8","200","OK","Indexable","","Пресс для испытания сварных рельсовых стыков КПМ - KZESO","56","602","Пресс предназначен для испытания на прочность и пластичность сварных стыков образцов рельсов на рельсосварочных предприятиях. Пресс позволяет проводить испытани","160","1168","","0","Пресс для испытания сварных рельсовых стыков КПМ","48","Пресс для испытания сварных рельсовых стыков КПМ","48","","0","","0","","","","http://kzeso.com/catalog/rail-welding-equipment/kpm/","","","","","","57312","489","115","4,252","100,000","Very Easy","7,484","2","","119","111","0","35,240","52","40","0","4","3","0","","","","","b1b8172a0f679eef48177f253daa7135","2,807","","","","","1.1","http://kzeso.com/catalog/rail-welding-equipment/kpm/","2023-04-27 12:52:34"
"https://kzeso.com/catalog/rail-welding-equipment/kpm/","text/html; charset=UTF-8","200","OK","Indexable","","Пресс для испытания сварных рельсовых стыков КПМ - KZESO","56","602","Пресс предназначен для испытания на прочность и пластичность сварных стыков образцов рельсов на рельсосварочных предприятиях. Пресс позволяет проводить испытани","160","1168","","0","Пресс для испытания сварных рельсовых стыков КПМ","48","Пресс для испытания сварных рельсовых стыков КПМ","48","","0","","0","","","","https://kzeso.com/catalog/rail-welding-equipment/kpm/","","","","","","57556","489","115","4,252","100,000","Very Easy","7,450","2","","70","64","0","20,320","52","44","0","4","3","0","","","","","db0fb447c98d430296da733428f69cf6","2,928","","","","","1.1","https://kzeso.com/catalog/rail-welding-equipment/kpm/","2023-04-27 12:52:36"
"https://kzeso.com/en/contacts-2/","text/html; charset=UTF-8","200","OK","Indexable","","Contacs - KZESO PrJSC","21","212","Department of railwelding equipment sales E-mail: export@kzeso.com","66","431","","0","Contacts","8","","0","","0","","0","","","","https://kzeso.com/en/contacts-2/","","","","","","50220","253","73","3,466","59,531","Fairly Hard","3,814","2","","60","55","0","17,460","45","36","0","4","3","0","","","","","6e624a0c87ab0b7c9ccc1e6d508c2133","2,009","","","","","1.1","https://kzeso.com/en/contacts-2/","2023-04-27 12:52:37"
"http://kzeso.com/catalog/electric-welding-equipment/rectifiers/","text/html; charset=UTF-8","200","OK","Indexable","","Сварочный выпрямитель КИГ, ВДМ, ВДУ купить - завод электросварочного оборудования | KZESO","89","935","Сварочный выпрямитель универсальный, диодный. Производство электросварочного оборудования и путевой техники. Недорогая цена, Гарантия, Качество.","144","1052","","0","Выпрямители","11","ПрАО «Каховский завод электросварочного оборудования»","53","Сварочный выпрямитель КИГ-401","29","Сварочный выпрямитель КИГ-601","29","","","","http://kzeso.com/catalog/electric-welding-equipment/rectifiers/","","","","","","68630","487","95","5,126","100,000","Very Easy","5,833","2","","170","111","0","35,240","72","47","0","4","3","0","","","","","fadb6267f73bc7069b0a2f734ce16d79","1,810","","","","","1.1","http://kzeso.com/catalog/electric-welding-equipment/rectifiers/","2023-04-27 12:52:38"
